Course,Error Message,Meeting Days,Start Time,End Time,Meeting Type (Discussion Lecture etc),Section Notes,Section Text,Section Capp Area,XML Link
EDUC 201,,W,11:00 AM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64441.xml
EDUC 201,,R,11:00 AM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64442.xml
EDUC 201,,R,11:00 AM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64443.xml
EDUC 201,,W,03:00 PM,04:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64444.xml
EDUC 201,,R,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64445.xml
EDUC 201,,W,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64446.xml
EDUC 201,,R,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64447.xml
EDUC 201,,T,11:00 AM,11:50 AM,LEC,,EDUC 201 requires 20 hours of community placement and those will be organized in the first few weeks of class.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/64440.xml
EDUC 201,,T,11:00 AM,11:50 AM,LEC,,"EDUC 201 requires 20 hours of community placement and those will be organized in the first few weeks of class.  This section is restricted to students who have the attribute Pre-Teacher Education Student. On July 14th, this restriction will be removed and any remaining seats will become available for registration.",Restricted to Pre Teacher Ed Student students.,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/73455.xml
EDUC 201,,T,11:00 AM,11:50 AM,LEC,Restricted to Education.,"EDUC 201 requires 20 hours of community placement and those will be organized in the first few weeks of class.  This section is restricted to students who are first time freshmen in the College of Education. On July 14th, restrictions will be removed and any remaining seats will become available for registration.",Restricted to First Time Freshman students.,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EDUC/201/73456.xml
ENGL 150,,MWF,11:00 AM,11:50 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/150/61379.xml
ENGL 222,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/222.xml
ENGL 224,,MW,09:00 AM,10:20 AM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/224/61638.xml
ENGL 225,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/225.xml
ENGL 259,,TR,09:30 AM,10:45 AM,LCD,,"FA23 ENGL 259 Early African American Lit - Christopher Freeburg:  An introduction to the study of early African American literary and cultural production, ranging from the earliest writings by African descended people in British North America in the eighteenth century to the end of World War I. At each turn, we will situate texts in their cultural and historical contexts, attending not only to the specificity of a particular text's moment, but also to the forces of contingency and tradition at play in the construction of literary, cultural, and political communities. Throughout our discussions we will think about both the ""African-ness"" and ""American-ness"" of African American literature as collective and imaginative processes. Early African Americans wrote for a variety of reasons—philosophical, political, pleasurable, instrumental—and protesting slavery and racism was just one (albeit an important one) among many of those reasons. We will read letters, poems, sermons, songs, constitutions and bylaws for religious and civic organizations, stories, and texts that defy easy categorization. Writers may include Phillis Wheatley, David Walker, Maria Stewart, Frederick Douglass, Harriet Jacobs, Frances E.W. Harper, William Wells Brown, W.E.B. Du Bois, Pauline Hopkins, Charles Chesnutt, Paul Lawrence Dunbar, Alice Dunbar Nelson, and Ida B. Wells.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/259/55608.xml
ENGL 260,,MWF,02:00 PM,02:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/260/46724.xml
ENGL 265,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/265.xml
ENGL 275,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/275.xml
ENGL 286,,MWF,02:00 PM,02:50 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/ENGL/286/41927.xml
ENGL 330,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ENGL/330.xml
EPOL 310,,R,02:00 PM,03:50 PM,DIS,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/310/75090.xml
EPOL 310,,R,02:00 PM,03:50 PM,DIS,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/310/75091.xml
EPOL 310,,R,02:00 PM,03:50 PM,OD ,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/310/77816.xml
EPOL 310,,T,02:00 PM,03:50 PM,LEC,,All students must register for the lecture and one discussion section.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/310/75092.xml
EPOL 380,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EPOL/380.xml
EPOL 402,,W,02:00 PM,03:50 PM,LCD,Restricted to Graduate - Urbana-Champaign.,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/402/73291.xml
EPOL 402,,W,02:00 PM,03:50 PM,LCD,Restricted to Undergrad - Urbana-Champaign.,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPOL/402/73292.xml
EPS 310,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EPS/310.xml
EPS 380,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EPS/380.xml
EPS 402,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/EPS/402.xml
EPSY 202,,R,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/32135.xml
EPSY 202,,T,10:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/32157.xml
EPSY 202,,R,10:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/32170.xml
EPSY 202,,W,10:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/32174.xml
EPSY 202,,W,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/41836.xml
EPSY 202,,F,01:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/41837.xml
EPSY 202,,M,03:00 PM,03:50 PM,LEC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/202/32176.xml
EPSY 222,,,ARRANGED,,ONL,,The course content and instruction will be delivered using the Canvas course management system.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/EPSY/222/63288.xml
ESE 254,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/ESE/254.xml
FAA 201,,,ARRANGED,,ONL,,"The learning management system for this course is Canvas (https://canvas.illinois.edu/). If you have added the course recently, please note that it will take 24 hours for your registration to be active in Canvas.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/FAA/201/77410.xml
FR 165,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/FR/165.xml
GGIS 254,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GGIS/254.xml
GLBL 130,,TR,09:00 AM,10:20 AM,ONL,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GLBL/130/77498.xml
GWS 103,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/103.xml
GWS 215,,TR,11:00 AM,12:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GWS/215/55768.xml
GWS 230,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/230.xml
GWS 263,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/263.xml
GWS 275,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/275.xml
GWS 282,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/282.xml
GWS 285,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/285.xml
GWS 286,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/286.xml
GWS 287,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/287.xml
GWS 382,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/GWS/382.xml
GWS 393,,MW,04:00 PM,05:20 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/GWS/393/78158.xml
HDFS 221,,TR,09:30 AM,10:45 AM,LCD,Restricted to Human Development & Family St major(s).,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HDFS/221/64422.xml
HDFS 221,,MW,05:00 PM,06:15 PM,LCD,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HDFS/221/77103.xml
HDFS 263,,,ARRANGED,,ONL,,This is an asynchronous online course using Canvas for all course instruction and interaction. You will receive an email from the instructor with specific directives.,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HDFS/263/65402.xml
HDFS 322,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HDFS/322.xml
HIST 104,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/72870.xml
HIST 104,,W,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/72871.xml
HIST 104,,F,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/72872.xml
HIST 104,,W,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/73083.xml
HIST 104,,R,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/73084.xml
HIST 104,,W,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/73085.xml
HIST 104,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/73999.xml
HIST 104,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/74000.xml
HIST 104,,W,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/74001.xml
HIST 104,,R,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/78194.xml
HIST 104,,R,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/78195.xml
HIST 104,,R,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/78196.xml
HIST 104,,,ARRANGED,,OLC,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/104/72869.xml
HIST 170,,MW,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/170/32479.xml
HIST 170,,MW,03:00 PM,03:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/170/32481.xml
HIST 170,,MW,10:00 AM,10:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/170/45776.xml
HIST 170,,MW,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/170/45777.xml
HIST 170,,MW,12:00 PM,12:50 PM,LEC,,"Advanced Composition Course Meets with HIST 171. Description:  U.S. history survey beginning with the diverse peoples who have populated North America since before the age of contact with Europeans and extending forward through the advent of European colonialism, the movement for independence, the foundation of the republic, the Civil War, and Reconstruction, ending in 1877. The course provides an introduction to historical interpretation, with particular attention to racialized and other forms of social, political, and economic inequality and struggles for freedom and democracy.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/170/32483.xml
HIST 171,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34103.xml
HIST 171,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34111.xml
HIST 171,,W,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34115.xml
HIST 171,,F,12:00 PM,12:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34118.xml
HIST 171,,F,02:00 PM,02:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34122.xml
HIST 171,,W,03:00 PM,03:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34126.xml
HIST 171,,MW,12:00 PM,12:50 PM,LEC,,"Description:  U.S. history survey beginning with the diverse peoples who have populated North America since before the age of contact with Europeans and extending forward through the advent of European colonialism, the movement for independence, the foundation of the republic, the Civil War, and Reconstruction, ending in 1877. The course provides an introduction to historical interpretation, with particular attention to racialized and other forms of social, political, and economic inequality and struggles for freedom and democracy.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/171/34181.xml
HIST 172,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/172.xml
HIST 173,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/173.xml
HIST 174,,R,12:30 PM,01:20 PM,DIS,,Students must register for lecture and one discussion group,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/174/47706.xml
HIST 174,,R,02:00 PM,02:50 PM,DIS,,Students must register for lecture and one discussion group,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/174/47708.xml
HIST 174,,TR,11:00 AM,12:20 PM,LEC,,Students must register for lecture and one discussion group,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/174/36654.xml
HIST 263,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/263.xml
HIST 275,,MWF,10:00 AM,10:50 AM,LCD,,"Description:  This course examines the history of people of African descent in the North America, and will cover the period from colonial settlement to Reconstruction.  In this course, we focus on the social, political, economic, medical, and cultural formations that shaped and characterized the experiences of African Americans.  This course is designed to show how African American’s historical identity grew directly out of their experience in a unique American society based on human slavery and racial inequality, among other things. Key topics include Atlantic slavery, slavery in the colonial era, the expansion of domestic slavery, enslaved people’s resistance strategies, growing civic and political activism and principles of self-determination within free black communities, and the Civil War, emancipation, and its aftermath.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/275/34288.xml
HIST 276,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/276.xml
HIST 277,,TR,09:30 AM,10:50 AM,LCD,,"Topic:  Encounters in Native America: Mexico, Canada, and the U.S. Description:  This course introduces the student to concepts in indigenous/rural sustainable community development in the countries of North America in broad historical and cultural frameworks. The course begins with overviews of cultural foundations of Indigenous communities, and then explores the colonial and national relationships that developed between Indigenous people and communities and Europeans and Euro-Americans in Mexico, Canada, and the U.S. The latter portion of the course explores historical ways in which Indigenous peoples in North America responded to conditions in their communities to forge positive pathways to the future.",,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/277/30361.xml
HIST 278,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/278.xml
HIST 279,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/279.xml
HIST 280,Error 404: Course not found,,,,,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/FALL/HIST/280.xml
HIST 281,,F,09:00 AM,09:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/281/71408.xml
HIST 281,,F,01:00 PM,01:50 PM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/281/71412.xml
HIST 281,,F,11:00 AM,11:50 AM,DIS,,,,https://courses.illinois.edu/cisapp/explorer/schedule/2023/fall/HIST/281/71416.xml
